loss_slope,loss_change,loss_std,loss_mean,nan_ratio,gpu_mean,gpu_std,gpu_range,gpu_flatness,mem_std,ckpt_count,minutes_since_ckpt,job_id,window_start,elapsed_min,label,ghost_type
-0.013120400444938861,-0.5880999999999998,0.16431393002420702,2.4544200000000003,0.0,91.287,3.488844268999884,13.280000000000001,0.3960666484567057,3.0252192574349976,0,30,1,0,30.0,0,none
-0.0017406229143493378,-0.17999999999999972,0.03615680802652058,2.3849699999999996,0.0,92.82933333333334,2.1136491877529933,8.030000000000001,0.4609027336300063,2.8781136762354143,0,30,1,5,35.0,0,none
-9.232480534009544e-06,-0.0030999999999998806,0.0011691830005986859,2.376003333333333,0.0,93.55999999999999,0.908137287712234,3.8799999999999955,0.4913588614029141,2.9499255922819474,0,30,1,10,40.0,0,none
1.5572858725895572e-07,-0.0041999999999999815,0.0010400908080013618,2.375823333333334,0.0,93.57833333333333,0.9357139282684396,3.8799999999999955,0.47634691195795,2.7050833628559396,0,30,1,15,45.0,0,none
-0.009301090100111275,-1.4421000000000002,0.25894785489660954,2.3276666666666666,0.0,92.24866666666668,7.973279013192891,45.5,0.28070854709127857,2.820219061625454,0,30,1,20,50.0,0,none
-0.046341690767519546,-1.4491,0.5783323994324833,2.08671,0.0,84.91233333333334,17.770721179013027,47.2,0.28997100289971,2.8742327478631386,1,0,1,25,55.0,0,none
-0.06731123470522808,-1.4479000000000002,0.6972736573891839,1.8452933333333337,0.0,78.65566666666665,20.854779257735835,47.2,0.217342426740613,3.1179630993468943,1,5,1,30,60.0,0,none
-0.07710218020022255,-1.7341,0.7516752018805877,1.5766233333333333,0.0,77.28866666666667,20.04528302507988,47.2,0.19925793596262192,3.380341682269544,1,10,1,35,65.0,0,none
-0.07279612903225813,-1.7601,0.726114351569748,1.2823666666666667,0.0,76.11200000000002,19.2533632386656,47.2,0.19212932290976542,3.2385383534345658,2,1,1,40,70.0,0,none
-0.049347319243604075,-1.8028999999999997,0.5644721731159316,0.9858666666666666,0.0,74.33933333333334,18.029352536596782,47.2,0.18286146667507405,3.158478958823904,2,6,1,45,75.0,0,none
-0.00043733036707461494,-0.07520000000000016,0.01412720150002194,3.274246666666667,0.0,75.71333333333332,16.475781283110337,43.12,0.22366188492981648,2.8200081954175635,2,7,2,0,30.0,0,none
-1.9621802002277744e-05,-0.0016999999999995907,0.0019833305322108936,3.27192,0.0,76.32099999999998,16.977861143265365,43.12,0.17560857454281217,2.691127066656067,1,12,2,5,35.0,0,none
-6.558398220252507e-05,-0.0043999999999999595,0.0021021787639388455,3.2718466666666672,0.0,75.73966666666668,16.53779338028169,42.220000000000006,0.1689484415962715,2.6566562316817235,1,17,2,10,40.0,0,none
-3.77753058954912e-05,-0.008000000000000007,0.0024749051609214132,3.2717866666666677,0.0,74.59800000000001,15.774925335269685,42.07,0.1634447387702193,2.7376802020851327,2,3,2,15,45.0,0,none
4.86985539487671e-05,0.007300000000000306,0.002556779658520104,3.2715766666666672,0.0,76.60566666666666,15.585597557431742,42.07,0.18601667735728034,2.8066064126548915,2,8,2,20,50.0,0,none
-0.014272703003337127,-2.2134,0.3971306185906876,3.1981666666666664,0.0,82.71833333333332,13.349893903032422,43.199999999999996,0.18493718512849952,2.6591213252167014,1,13,2,25,55.0,0,none
-0.07257670745272538,-2.3117,0.905027317874991,2.8192700000000004,0.0,88.953,4.626070434684999,17.08999999999999,0.21793041256481557,2.9662917366076234,1,18,2,30,60.0,0,none
-0.10731835372636271,-2.3693,1.1061586820865963,2.430473333333333,0.0,88.16966666666667,4.639740282482294,17.08999999999999,0.2046288456110641,3.223777994148413,2,4,2,35,65.0,0,none
-0.02541477196885436,-0.75,0.22130155735757687,2.6205933333333333,0.0,84.78166666666668,5.141119257731941,16.239999999999995,0.2511257360581919,3.2944576522126092,2,5,3,0,30.0,0,none
-0.02420945494994442,-0.694,0.21076014120848896,2.492843333333333,0.0,85.38533333333335,5.679440543652949,17.629999999999995,0.2575031077961286,3.2300562258608156,2,10,3,5,35.0,0,none
